zipcode,statecode,county,city_town,climate Zone
95555,CA,HUMBOLDT,ORICK,4C
95556,CA,HUMBOLDT,ORLEANS,4C
95558,CA,HUMBOLDT,PETROLIA,4C
95559,CA,HUMBOLDT,PHILLIPSVILLE,4C
95560,CA,HUMBOLDT,REDWAY,4C
95562,CA,HUMBOLDT,RIO DELL,4C
95563,CA,TRINITY,SALYER,4B
95564,CA,HUMBOLDT,SAMOA,4C
95565,CA,HUMBOLDT,SCOTIA,4C
95567,CA,DEL NORTE,SMITH RIVER,4C
95568,CA,SISKIYOU,SOMES BAR,5B
95569,CA,HUMBOLDT,REDCREST,4C
95570,CA,HUMBOLDT,TRINIDAD,4C
95571,CA,HUMBOLDT,WEOTT,4C
95573,CA,HUMBOLDT,WILLOW CREEK,4C
95585,CA,MENDOCINO,LEGGETT,3C
95587,CA,MENDOCINO,PIERCY,3C
95589,CA,HUMBOLDT,WHITETHORN,4C
95601,CA,AMADOR,AMADOR CITY,4B
95602,CA,PLACER,AUBURN,3B
95603,CA,PLACER,AUBURN,3B
95604,CA,PLACER,AUBURN,3B
95605,CA,YOLO,WEST SACRAMENTO,3B
95606,CA,YOLO,BROOKS,3B
95607,CA,YOLO,CAPAY,3B
95608,CA,SACRAMENTO,CARMICHAEL,3B
95609,CA,SACRAMENTO,CARMICHAEL,3B
95610,CA,SACRAMENTO,CITRUS HEIGHTS,3B
95611,CA,SACRAMENTO,CITRUS HEIGHTS,3B
95612,CA,YOLO,CLARKSBURG,3B
95613,CA,EL DORADO,COLOMA,4B
95614,CA,EL DORADO,COOL,4B
95615,CA,SACRAMENTO,COURTLAND,3B
95616,CA,YOLO,DAVIS,3B
95617,CA,YOLO,DAVIS,3B
95618,CA,YOLO,DAVIS,3B
95619,CA,EL DORADO,DIAMOND SPRINGS,4B
95620,CA,SOLANO,DIXON,3B
95621,CA,SACRAMENTO,CITRUS HEIGHTS,3B
95623,CA,EL DORADO,EL DORADO,4B
95624,CA,SACRAMENTO,ELK GROVE,3B
95625,CA,SOLANO,ELMIRA,3B
95626,CA,SACRAMENTO,ELVERTA,3B
95627,CA,YOLO,ESPARTO,3B
95628,CA,SACRAMENTO,FAIR OAKS,3B
95629,CA,AMADOR,FIDDLETOWN,4B
95630,CA,SACRAMENTO,FOLSOM,3B
95631,CA,PLACER,FORESTHILL,3B
95632,CA,SACRAMENTO,GALT,3B
95633,CA,EL DORADO,GARDEN VALLEY,4B
95634,CA,EL DORADO,GEORGETOWN,4B
95635,CA,EL DORADO,GREENWOOD,4B
95636,CA,EL DORADO,GRIZZLY FLATS,4B
95637,CA,YOLO,GUINDA,3B
95638,CA,SACRAMENTO,HERALD,3B
95639,CA,SACRAMENTO,HOOD,3B
95640,CA,AMADOR,IONE,4B
95641,CA,SACRAMENTO,ISLETON,3B
95642,CA,AMADOR,JACKSON,4B
95645,CA,YOLO,KNIGHTS LANDING,3B
95646,CA,ALPINE,KIRKWOOD,6B
95648,CA,PLACER,LINCOLN,3B
95650,CA,PLACER,LOOMIS,3B
95651,CA,EL DORADO,LOTUS,4B
95652,CA,SACRAMENTO,MCCLELLAN,3B
95653,CA,YOLO,MADISON,3B
95654,CA,AMADOR,MARTELL,4B
95655,CA,SACRAMENTO,MATHER,3B
95656,CA,EL DORADO,MOUNT AUKUM,4B
95658,CA,PLACER,NEWCASTLE,3B
95659,CA,SUTTER,NICOLAUS,3B
95660,CA,SACRAMENTO,NORTH HIGHLANDS,3B
95661,CA,PLACER,ROSEVILLE,3B
95662,CA,SACRAMENTO,ORANGEVALE,3B
95663,CA,PLACER,PENRYN,3B
95664,CA,EL DORADO,PILOT HILL,4B
95665,CA,AMADOR,PINE GROVE,4B
95666,CA,AMADOR,PIONEER,4B
95667,CA,EL DORADO,PLACERVILLE,4B
95668,CA,SUTTER,PLEASANT GROVE,3B
95669,CA,AMADOR,PLYMOUTH,4B
95670,CA,SACRAMENTO,RANCHO CORDOVA,3B
95671,CA,SACRAMENTO,REPRESA,3B
95672,CA,EL DORADO,RESCUE,4B
95673,CA,SACRAMENTO,RIO LINDA,3B
95674,CA,SUTTER,RIO OSO,3B
95675,CA,AMADOR,RIVER PINES,4B
95676,CA,SUTTER,ROBBINS,3B
95677,CA,PLACER,ROCKLIN,3B
95678,CA,PLACER,ROSEVILLE,3B
95679,CA,YOLO,RUMSEY,3B
95681,CA,PLACER,SHERIDAN,3B
95682,CA,EL DORADO,SHINGLE SPRINGS,4B
95683,CA,SACRAMENTO,SLOUGHHOUSE,3B
95684,CA,EL DORADO,SOMERSET,4B
95685,CA,AMADOR,SUTTER CREEK,4B
95686,CA,SAN JOAQUIN,THORNTON,3B
95687,CA,SOLANO,VACAVILLE,3B
95688,CA,SOLANO,VACAVILLE,3B
95689,CA,AMADOR,VOLCANO,4B
95690,CA,SACRAMENTO,WALNUT GROVE,3B
95691,CA,YOLO,WEST SACRAMENTO,3B
95692,CA,YUBA,WHEATLAND,3B
95693,CA,SACRAMENTO,WILTON,3B
95694,CA,YOLO,WINTERS,3B
95695,CA,YOLO,WOODLAND,3B
95696,CA,SOLANO,VACAVILLE,3B
95697,CA,YOLO,YOLO,3B
95698,CA,YOLO,ZAMORA,3B
95699,CA,AMADOR,DRYTOWN,4B
95701,CA,PLACER,ALTA,3B
95703,CA,PLACER,APPLEGATE,3B
95709,CA,EL DORADO,CAMINO,4B
95712,CA,NEVADA,CHICAGO PARK,5B
95713,CA,PLACER,COLFAX,3B
95714,CA,PLACER,DUTCH FLAT,3B
95715,CA,PLACER,EMIGRANT GAP,3B
95717,CA,PLACER,GOLD RUN,3B
95720,CA,EL DORADO,KYBURZ,4B
95721,CA,EL DORADO,ECHO LAKE,4B
95722,CA,PLACER,MEADOW VISTA,3B
95724,CA,NEVADA,NORDEN,5B
95726,CA,EL DORADO,POLLOCK PINES,4B
95728,CA,NEVADA,SODA SPRINGS,5B
95735,CA,EL DORADO,TWIN BRIDGES,4B
95736,CA,PLACER,WEIMAR,3B
95741,CA,SACRAMENTO,RANCHO CORDOVA,3B
95742,CA,SACRAMENTO,RANCHO CORDOVA,3B
95746,CA,PLACER,GRANITE BAY,3B
95747,CA,PLACER,ROSEVILLE,3B
95757,CA,SACRAMENTO,ELK GROVE,3B
95758,CA,SACRAMENTO,ELK GROVE,3B
95759,CA,SACRAMENTO,ELK GROVE,3B
95762,CA,EL DORADO,EL DORADO HILLS,4B
95763,CA,SACRAMENTO,FOLSOM,3B
95765,CA,PLACER,ROCKLIN,3B
95776,CA,YOLO,WOODLAND,3B
95798,CA,YOLO,WEST SACRAMENTO,3B
95799,CA,YOLO,WEST SACRAMENTO,3B
95811,CA,SACRAMENTO,SACRAMENTO,3B
95812,CA,SACRAMENTO,SACRAMENTO,3B
95813,CA,SACRAMENTO,SACRAMENTO,3B
95814,CA,SACRAMENTO,SACRAMENTO,3B
95815,CA,SACRAMENTO,SACRAMENTO,3B
95816,CA,SACRAMENTO,SACRAMENTO,3B
95817,CA,SACRAMENTO,SACRAMENTO,3B
95818,CA,SACRAMENTO,SACRAMENTO,3B
95819,CA,SACRAMENTO,SACRAMENTO,3B
95820,CA,SACRAMENTO,SACRAMENTO,3B
95821,CA,SACRAMENTO,SACRAMENTO,3B
95822,CA,SACRAMENTO,SACRAMENTO,3B
95823,CA,SACRAMENTO,SACRAMENTO,3B
95824,CA,SACRAMENTO,SACRAMENTO,3B
95825,CA,SACRAMENTO,SACRAMENTO,3B
95826,CA,SACRAMENTO,SACRAMENTO,3B
95827,CA,SACRAMENTO,SACRAMENTO,3B
95828,CA,SACRAMENTO,SACRAMENTO,3B
95829,CA,SACRAMENTO,SACRAMENTO,3B
95830,CA,SACRAMENTO,SACRAMENTO,3B
95831,CA,SACRAMENTO,SACRAMENTO,3B
95832,CA,SACRAMENTO,SACRAMENTO,3B
95833,CA,SACRAMENTO,SACRAMENTO,3B
95834,CA,SACRAMENTO,SACRAMENTO,3B
95835,CA,SACRAMENTO,SACRAMENTO,3B
95836,CA,SACRAMENTO,SACRAMENTO,3B
95837,CA,SACRAMENTO,SACRAMENTO,3B
95838,CA,SACRAMENTO,SACRAMENTO,3B
95840,CA,SACRAMENTO,SACRAMENTO,3B
95841,CA,SACRAMENTO,SACRAMENTO,3B
95842,CA,SACRAMENTO,SACRAMENTO,3B
95843,CA,SACRAMENTO,ANTELOPE,3B
95851,CA,SACRAMENTO,SACRAMENTO,3B
95852,CA,SACRAMENTO,SACRAMENTO,3B
95853,CA,SACRAMENTO,SACRAMENTO,3B
95860,CA,SACRAMENTO,SACRAMENTO,3B
95864,CA,SACRAMENTO,SACRAMENTO,3B
95865,CA,SACRAMENTO,SACRAMENTO,3B
95866,CA,SACRAMENTO,SACRAMENTO,3B
95867,CA,SACRAMENTO,SACRAMENTO,3B
95901,CA,YUBA,MARYSVILLE,3B
95903,CA,YUBA,BEALE AFB,3B
95910,CA,SIERRA,ALLEGHANY,5B
95912,CA,COLUSA,ARBUCKLE,3B
95913,CA,GLENN,ARTOIS,3B
95914,CA,BUTTE,BANGOR,3B
95915,CA,PLUMAS,BELDEN,5B
95916,CA,BUTTE,BERRY CREEK,3B
95917,CA,BUTTE,BIGGS,3B
95918,CA,YUBA,BROWNS VALLEY,3B
95919,CA,YUBA,BROWNSVILLE,3B
95920,CA,GLENN,BUTTE CITY,3B
95922,CA,YUBA,CAMPTONVILLE,3B
95923,CA,PLUMAS,CANYON DAM,5B
95924,CA,NEVADA,CEDAR RIDGE,5B
95925,CA,YUBA,CHALLENGE,3B
95926,CA,BUTTE,CHICO,3B
95927,CA,BUTTE,CHICO,3B
95928,CA,BUTTE,CHICO,3B
95929,CA,BUTTE,CHICO,3B
95930,CA,BUTTE,CLIPPER MILLS,3B
95932,CA,COLUSA,COLUSA,3B
95934,CA,PLUMAS,CRESCENT MILLS,5B
95935,CA,YUBA,DOBBINS,3B
95936,CA,SIERRA,DOWNIEVILLE,5B
95937,CA,YOLO,DUNNIGAN,3B
95938,CA,BUTTE,DURHAM,3B
95939,CA,GLENN,ELK CREEK,3B
95941,CA,BUTTE,FORBESTOWN,3B
95942,CA,BUTTE,FOREST RANCH,3B
95943,CA,GLENN,GLENN,3B
95944,CA,SIERRA,GOODYEARS BAR,5B
95945,CA,NEVADA,GRASS VALLEY,5B
95946,CA,NEVADA,PENN VALLEY,5B
95947,CA,PLUMAS,GREENVILLE,5B
95948,CA,BUTTE,GRIDLEY,3B
95949,CA,NEVADA,GRASS VALLEY,5B
95950,CA,COLUSA,GRIMES,3B
95951,CA,GLENN,HAMILTON CITY,3B
95953,CA,SUTTER,LIVE OAK,3B
95954,CA,BUTTE,MAGALIA,3B
95955,CA,COLUSA,MAXWELL,3B
95956,CA,PLUMAS,MEADOW VALLEY,5B
95957,CA,SUTTER,MERIDIAN,3B
95958,CA,BUTTE,NELSON,3B
95959,CA,NEVADA,NEVADA CITY,5B
95960,CA,NEVADA,NORTH SAN JUAN,5B
95961,CA,YUBA,OLIVEHURST,3B
95962,CA,YUBA,OREGON HOUSE,3B
95963,CA,GLENN,ORLAND,3B
95965,CA,BUTTE,OROVILLE,3B
95966,CA,BUTTE,OROVILLE,3B
95967,CA,BUTTE,PARADISE,3B
95968,CA,BUTTE,PALERMO,3B
95969,CA,BUTTE,PARADISE,3B
95970,CA,COLUSA,PRINCETON,3B
95971,CA,PLUMAS,QUINCY,5B
95972,CA,YUBA,RACKERBY,3B
95973,CA,BUTTE,CHICO,3B
95974,CA,BUTTE,RICHVALE,3B
95975,CA,NEVADA,ROUGH AND READY,5B
95976,CA,BUTTE,CHICO,3B
95977,CA,NEVADA,SMARTSVILLE,5B
95978,CA,BUTTE,STIRLING CITY,3B
95979,CA,COLUSA,STONYFORD,3B
95981,CA,YUBA,STRAWBERRY VALLEY,3B
95982,CA,SUTTER,SUTTER,3B
95983,CA,PLUMAS,TAYLORSVILLE,5B
95984,CA,PLUMAS,TWAIN,5B
95986,CA,NEVADA,WASHINGTON,5B
95987,CA,COLUSA,WILLIAMS,3B
95988,CA,GLENN,WILLOWS,3B
95991,CA,SUTTER,YUBA CITY,3B
95992,CA,SUTTER,YUBA CITY,3B
95993,CA,SUTTER,YUBA CITY,3B
96001,CA,SHASTA,REDDING,3B
96002,CA,SHASTA,REDDING,3B
96003,CA,SHASTA,REDDING,3B
96006,CA,MODOC,ADIN,5B
96007,CA,SHASTA,ANDERSON,3B
96008,CA,SHASTA,BELLA VISTA,3B
96009,CA,LASSEN,BIEBER,5B
96010,CA,TRINITY,BIG BAR,4B
96011,CA,SHASTA,BIG BEND,3B
96013,CA,SHASTA,BURNEY,3B
96014,CA,SISKIYOU,CALLAHAN,5B
96015,CA,MODOC,CANBY,5B
96016,CA,SHASTA,CASSEL,3B
96017,CA,SHASTA,CASTELLA,3B
96019,CA,SHASTA,SHASTA LAKE,3B
96020,CA,PLUMAS,CHESTER,5B
96021,CA,TEHAMA,CORNING,3B
96022,CA,SHASTA,COTTONWOOD,3B
96023,CA,SISKIYOU,DORRIS,5B
96024,CA,TRINITY,DOUGLAS CITY,4B
96025,CA,SISKIYOU,DUNSMUIR,5B
96027,CA,SISKIYOU,ETNA,5B
96028,CA,SHASTA,FALL RIVER MILLS,3B
96029,CA,TEHAMA,FLOURNOY,3B
96031,CA,SISKIYOU,FORKS OF SALMON,5B
96032,CA,SISKIYOU,FORT JONES,5B
96033,CA,SHASTA,FRENCH GULCH,3B
96034,CA,SISKIYOU,GAZELLE,5B
96035,CA,TEHAMA,GERBER,3B
96037,CA,SISKIYOU,GREENVIEW,5B
96038,CA,SISKIYOU,GRENADA,5B
96039,CA,SISKIYOU,HAPPY CAMP,5B
96040,CA,SHASTA,HAT CREEK,3B
96041,CA,TRINITY,HAYFORK,4B
96044,CA,SISKIYOU,HORNBROOK,5B
96046,CA,TRINITY,HYAMPOM,4B
96047,CA,SHASTA,IGO,3B
96048,CA,TRINITY,JUNCTION CITY,4B
96049,CA,SHASTA,REDDING,3B
96050,CA,SISKIYOU,KLAMATH RIVER,5B
96051,CA,SHASTA,LAKEHEAD,3B
96052,CA,TRINITY,LEWISTON,4B
96054,CA,MODOC,LOOKOUT,5B
96055,CA,TEHAMA,LOS MOLINOS,3B
96056,CA,LASSEN,MCARTHUR,5B
96057,CA,SISKIYOU,MCCLOUD,5B
96058,CA,SISKIYOU,MACDOEL,5B
96059,CA,TEHAMA,MANTON,3B
96061,CA,TEHAMA,MILL CREEK,3B
96062,CA,SHASTA,MILLVILLE,3B
96063,CA,TEHAMA,MINERAL,3B
96064,CA,SISKIYOU,MONTAGUE,5B
96065,CA,SHASTA,MONTGOMERY CREEK,3B
96067,CA,SISKIYOU,MOUNT SHASTA,5B
96068,CA,LASSEN,NUBIEBER,5B
96069,CA,SHASTA,OAK RUN,3B
96070,CA,SHASTA,OBRIEN,3B
96071,CA,SHASTA,OLD STATION,3B
96073,CA,SHASTA,PALO CEDRO,3B
96074,CA,TEHAMA,PASKENTA,3B
96076,CA,SHASTA,PLATINA,3B
96078,CA,TEHAMA,PROBERTA,3B
96079,CA,SHASTA,SHASTA LAKE,3B
96080,CA,TEHAMA,RED BLUFF,3B
96084,CA,SHASTA,ROUND MOUNTAIN,3B
96086,CA,SISKIYOU,SEIAD VALLEY,5B
96087,CA,SHASTA,SHASTA,3B
96088,CA,SHASTA,SHINGLETOWN,3B
96089,CA,SHASTA,SHASTA LAKE,3B
96090,CA,TEHAMA,TEHAMA,3B
96091,CA,TRINITY,TRINITY CENTER,4B
96092,CA,TEHAMA,VINA,3B
96093,CA,TRINITY,WEAVERVILLE,4B
96094,CA,SISKIYOU,WEED,5B
96095,CA,SHASTA,WHISKEYTOWN,3B
96096,CA,SHASTA,WHITMORE,3B
96097,CA,SISKIYOU,YREKA,5B
96099,CA,SHASTA,REDDING,3B
96101,CA,MODOC,ALTURAS,5B
96103,CA,PLUMAS,BLAIRSDEN GRAEAGLE,5B
96104,CA,MODOC,CEDARVILLE,5B
96105,CA,PLUMAS,CHILCOOT,5B
96106,CA,PLUMAS,CLIO,5B
96107,CA,MONO,COLEVILLE,6B
96108,CA,MODOC,DAVIS CREEK,5B
96109,CA,LASSEN,DOYLE,5B
96111,CA,NEVADA,FLORISTON,5B
96112,CA,MODOC,FORT BIDWELL,5B
96113,CA,LASSEN,HERLONG,5B
96114,CA,LASSEN,JANESVILLE,5B
96115,CA,MODOC,LAKE CITY,5B
96116,CA,MODOC,LIKELY,5B
96117,CA,LASSEN,LITCHFIELD,5B
96118,CA,SIERRA,LOYALTON,5B
96120,CA,ALPINE,MARKLEEVILLE,6B
96121,CA,LASSEN,MILFORD,5B
96122,CA,PLUMAS,PORTOLA,5B
96123,CA,LASSEN,RAVENDALE,5B
96124,CA,SIERRA,CALPINE,5B
96125,CA,SIERRA,SIERRA CITY,5B
96126,CA,SIERRA,SIERRAVILLE,5B
96127,CA,LASSEN,SUSANVILLE,5B
96128,CA,LASSEN,STANDISH,5B
96129,CA,PLUMAS,BECKWOURTH,5B
96130,CA,LASSEN,SUSANVILLE,5B
96132,CA,LASSEN,TERMO,5B
96133,CA,MONO,TOPAZ,6B
96134,CA,SISKIYOU,TULELAKE,5B
96135,CA,PLUMAS,VINTON,5B
96136,CA,LASSEN,WENDEL,5B
96137,CA,LASSEN,WESTWOOD,5B
96140,CA,PLACER,CARNELIAN BAY,3B
96141,CA,PLACER,HOMEWOOD,3B
96142,CA,EL DORADO,TAHOMA,4B
96143,CA,PLACER,KINGS BEACH,3B
96145,CA,PLACER,TAHOE CITY,3B
96146,CA,PLACER,OLYMPIC VALLEY,3B
96148,CA,PLACER,TAHOE VISTA,3B
96150,CA,EL DORADO,SOUTH LAKE TAHOE,4B
96151,CA,EL DORADO,SOUTH LAKE TAHOE,4B
96154,CA,EL DORADO,SOUTH LAKE TAHOE,4B
96155,CA,EL DORADO,SOUTH LAKE TAHOE,4B
96156,CA,EL DORADO,SOUTH LAKE TAHOE,4B
96157,CA,EL DORADO,SOUTH LAKE TAHOE,4B
96158,CA,EL DORADO,SOUTH LAKE TAHOE,4B
96160,CA,NEVADA,TRUCKEE,5B
96161,CA,NEVADA,TRUCKEE,5B
96162,CA,NEVADA,TRUCKEE,5B
96701,HI,HONOLULU,AIEA,1A
96703,HI,KAUAI,ANAHOLA,1A
96704,HI,HAWAII,CAPTAIN COOK,1A
96705,HI,KAUAI,ELEELE,1A
96706,HI,HONOLULU,EWA BEACH,1A
96707,HI,HONOLULU,KAPOLEI,1A
96708,HI,MAUI,HAIKU,1A
96709,HI,HONOLULU,KAPOLEI,1A
96710,HI,HAWAII,HAKALAU,1A
96712,HI,HONOLULU,HALEIWA,1A
96713,HI,MAUI,HANA,1A
96714,HI,KAUAI,HANALEI,1A
96715,HI,KAUAI,HANAMAULU,1A
96716,HI,KAUAI,HANAPEPE,1A
96717,HI,HONOLULU,HAUULA,1A
96718,HI,HAWAII,HAWAII NATIONAL PARK,1A
96719,HI,HAWAII,HAWI,1A
96720,HI,HAWAII,HILO,1A
96721,HI,HAWAII,HILO,1A
96722,HI,KAUAI,PRINCEVILLE,1A
96725,HI,HAWAII,HOLUALOA,1A
96726,HI,HAWAII,HONAUNAU,1A
96727,HI,HAWAII,HONOKAA,1A
96728,HI,HAWAII,HONOMU,1A
96729,HI,MAUI,HOOLEHUA,1A
96730,HI,HONOLULU,KAAAWA,1A
96731,HI,HONOLULU,KAHUKU,1A
96732,HI,MAUI,KAHULUI,1A
96733,HI,MAUI,KAHULUI,1A
96734,HI,HONOLULU,KAILUA,1A
96737,HI,HAWAII,OCEAN VIEW,1A
96738,HI,HAWAII,WAIKOLOA,1A
96739,HI,HAWAII,KEAUHOU,1A
96740,HI,HAWAII,KAILUA KONA,1A
96741,HI,KAUAI,KALAHEO,1A
96742,HI,KALAWAO,KALAUPAPA,1
96743,HI,HAWAII,KAMUELA,1A
96744,HI,HONOLULU,KANEOHE,1A
96745,HI,HAWAII,KAILUA KONA,1A
96746,HI,KAUAI,KAPAA,1A
96747,HI,KAUAI,KAUMAKANI,1A
96748,HI,MAUI,KAUNAKAKAI,1A
96749,HI,HAWAII,KEAAU,1A
96750,HI,HAWAII,KEALAKEKUA,1A
96751,HI,KAUAI,KEALIA,1A
96752,HI,KAUAI,KEKAHA,1A
96753,HI,MAUI,KIHEI,1A
96754,HI,KAUAI,KILAUEA,1A
96755,HI,HAWAII,KAPAAU,1A
96756,HI,KAUAI,KOLOA,1A
96757,HI,MAUI,KUALAPUU,1A
96759,HI,HONOLULU,KUNIA,1A
96760,HI,HAWAII,KURTISTOWN,1A
96761,HI,MAUI,LAHAINA,1A
96762,HI,HONOLULU,LAIE,1A
96763,HI,MAUI,LANAI CITY,1A
96764,HI,HAWAII,LAUPAHOEHOE,1A
96765,HI,KAUAI,LAWAI,1A
96766,HI,KAUAI,LIHUE,1A
96767,HI,MAUI,LAHAINA,1A
96768,HI,MAUI,MAKAWAO,1A
96769,HI,KAUAI,MAKAWELI,1A
96770,HI,MAUI,MAUNALOA,1A
96771,HI,HAWAII,MOUNTAIN VIEW,1A
96772,HI,HAWAII,NAALEHU,1A
96773,HI,HAWAII,NINOLE,1A
96774,HI,HAWAII,OOKALA,1A
96776,HI,HAWAII,PAAUILO,1A
96777,HI,HAWAII,PAHALA,1A
96778,HI,HAWAII,PAHOA,1A
96779,HI,MAUI,PAIA,1A
96780,HI,HAWAII,PAPAALOA,1A
96781,HI,HAWAII,PAPAIKOU,1A
96782,HI,HONOLULU,PEARL CITY,1A
96783,HI,HAWAII,PEPEEKEO,1A
96784,HI,MAUI,PUUNENE,1A
96785,HI,HAWAII,VOLCANO,1A
96786,HI,HONOLULU,WAHIAWA,1A
96788,HI,MAUI,PUKALANI,1A
96789,HI,HONOLULU,MILILANI,1A
96790,HI,MAUI,KULA,1A
96791,HI,HONOLULU,WAIALUA,1A
96792,HI,HONOLULU,WAIANAE,1A
96793,HI,MAUI,WAILUKU,1A
96795,HI,HONOLULU,WAIMANALO,1A
96796,HI,KAUAI,WAIMEA,1A
96797,HI,HONOLULU,WAIPAHU,1A
96801,HI,HONOLULU,HONOLULU,1A
96802,HI,HONOLULU,HONOLULU,1A
96803,HI,HONOLULU,HONOLULU,1A
96804,HI,HONOLULU,HONOLULU,1A
96805,HI,HONOLULU,HONOLULU,1A
96808,HI,HONOLULU,HONOLULU,1A
96809,HI,HONOLULU,HONOLULU,1A
96810,HI,HONOLULU,HONOLULU,1A
96811,HI,HONOLULU,HONOLULU,1A
96812,HI,HONOLULU,HONOLULU,1A
96813,HI,HONOLULU,HONOLULU,1A
96814,HI,HONOLULU,HONOLULU,1A
96815,HI,HONOLULU,HONOLULU,1A
96816,HI,HONOLULU,HONOLULU,1A
96817,HI,HONOLULU,HONOLULU,1A
96818,HI,HONOLULU,HONOLULU,1A
96819,HI,HONOLULU,HONOLULU,1A
96820,HI,HONOLULU,HONOLULU,1A
96821,HI,HONOLULU,HONOLULU,1A
96822,HI,HONOLULU,HONOLULU,1A
96823,HI,HONOLULU,HONOLULU,1A
96824,HI,HONOLULU,HONOLULU,1A
96825,HI,HONOLULU,HONOLULU,1A
96826,HI,HONOLULU,HONOLULU,1A
96828,HI,HONOLULU,HONOLULU,1A
96830,HI,HONOLULU,HONOLULU,1A
96836,HI,HONOLULU,HONOLULU,1A
96837,HI,HONOLULU,HONOLULU,1A
96838,HI,HONOLULU,HONOLULU,1A
96839,HI,HONOLULU,HONOLULU,1A
96840,HI,HONOLULU,HONOLULU,1A
96843,HI,HONOLULU,HONOLULU,1A
96848,HI,HONOLULU,HONOLULU,1A
96849,HI,HONOLULU,HONOLULU,1A
96850,HI,HONOLULU,HONOLULU,1A
96853,HI,HONOLULU,JBPHH,1A
96854,HI,HONOLULU,WHEELER ARMY AIRFIELD,1A
96857,HI,HONOLULU,SCHOFIELD BARRACKS,1A
96858,HI,HONOLULU,FORT SHAFTER,1A
96859,HI,HONOLULU,TRIPLER ARMY MEDICAL CENTER,1A
96860,HI,HONOLULU,JBPHH,1A
96861,HI,HONOLULU,CAMP H M SMITH,1A
96863,HI,HONOLULU,MCBH KANEOHE BAY,1A
97001,OR,WASCO,ANTELOPE,5B
97002,OR,MARION,AURORA,4C
97003,OR,WASHINGTON,BEAVERTON,4C
97004,OR,CLACKAMAS,BEAVERCREEK,4C
97005,OR,WASHINGTON,BEAVERTON,4C
97006,OR,WASHINGTON,BEAVERTON,4C
97007,OR,WASHINGTON,BEAVERTON,4C
97008,OR,WASHINGTON,BEAVERTON,4C
97009,OR,CLACKAMAS,BORING,4C
97010,OR,MULTNOMAH,BRIDAL VEIL,4C
97011,OR,CLACKAMAS,BRIGHTWOOD,4C
97013,OR,CLACKAMAS,CANBY,4C
97014,OR,HOOD RIVER,CASCADE LOCKS,5B
97015,OR,CLACKAMAS,CLACKAMAS,4C
97016,OR,COLUMBIA,CLATSKANIE,4C
97017,OR,CLACKAMAS,COLTON,4C
97018,OR,COLUMBIA,COLUMBIA CITY,4C
97019,OR,MULTNOMAH,CORBETT,4C
97020,OR,MARION,DONALD,4C
97021,OR,WASCO,DUFUR,5B
97022,OR,CLACKAMAS,EAGLE CREEK,4C
97023,OR,CLACKAMAS,ESTACADA,4C
97024,OR,MULTNOMAH,FAIRVIEW,4C
97026,OR,MARION,GERVAIS,4C
97027,OR,CLACKAMAS,GLADSTONE,4C
97028,OR,CLACKAMAS,GOVERNMENT CAMP,4C
97029,OR,SHERMAN,GRASS VALLEY,5B
97030,OR,MULTNOMAH,GRESHAM,4C
97031,OR,HOOD RIVER,HOOD RIVER,5B
97032,OR,MARION,HUBBARD,4C
97033,OR,SHERMAN,KENT,5B
97034,OR,CLACKAMAS,LAKE OSWEGO,4C
97035,OR,CLACKAMAS,LAKE OSWEGO,4C
97036,OR,CLACKAMAS,MARYLHURST,4C
97037,OR,WASCO,MAUPIN,5B
97038,OR,CLACKAMAS,MOLALLA,4C
97039,OR,SHERMAN,MORO,5B
97040,OR,WASCO,MOSIER,5B
97041,OR,HOOD RIVER,MOUNT HOOD PARKDALE,5B
97042,OR,CLACKAMAS,MULINO,4C
97044,OR,HOOD RIVER,ODELL,5B
97045,OR,CLACKAMAS,OREGON CITY,4C
97048,OR,COLUMBIA,RAINIER,4C
97049,OR,CLACKAMAS,RHODODENDRON,4C
97050,OR,SHERMAN,RUFUS,5B
97051,OR,COLUMBIA,SAINT HELENS,4C
97053,OR,COLUMBIA,WARREN,4C
97054,OR,COLUMBIA,DEER ISLAND,4C
97055,OR,CLACKAMAS,SANDY,4C
97056,OR,COLUMBIA,SCAPPOOSE,4C
97058,OR,WASCO,THE DALLES,5B
97060,OR,MULTNOMAH,TROUTDALE,4C
97062,OR,WASHINGTON,TUALATIN,4C
97063,OR,WASCO,TYGH VALLEY,5B
97064,OR,COLUMBIA,VERNONIA,4C
97065,OR,SHERMAN,WASCO,5B
97067,OR,CLACKAMAS,WELCHES,4C
97068,OR,CLACKAMAS,WEST LINN,4C
97070,OR,CLACKAMAS,WILSONVILLE,4C
97071,OR,MARION,WOODBURN,4C
97075,OR,WASHINGTON,BEAVERTON,4C
97076,OR,WASHINGTON,BEAVERTON,4C
97077,OR,WASHINGTON,BEAVERTON,4C
97078,OR,WASHINGTON,BEAVERTON,4C
97080,OR,MULTNOMAH,GRESHAM,4C
97086,OR,CLACKAMAS,HAPPY VALLEY,4C
97089,OR,CLACKAMAS,DAMASCUS,4C
97101,OR,YAMHILL,AMITY,4C
97102,OR,CLATSOP,ARCH CAPE,4C
97103,OR,CLATSOP,ASTORIA,4C
97106,OR,WASHINGTON,BANKS,4C
97107,OR,TILLAMOOK,BAY CITY,4C
97108,OR,TILLAMOOK,BEAVER,4C
97109,OR,WASHINGTON,BUXTON,4C
97110,OR,CLATSOP,CANNON BEACH,4C
