zipcode,statecode,county,city_town,climate Zone
17572,PA,LANCASTER,RONKS,5A
17575,PA,LANCASTER,SILVER SPRING,5A
17576,PA,LANCASTER,SMOKETOWN,5A
17578,PA,LANCASTER,STEVENS,5A
17579,PA,LANCASTER,STRASBURG,5A
17580,PA,LANCASTER,TALMAGE,5A
17581,PA,LANCASTER,TERRE HILL,5A
17582,PA,LANCASTER,WASHINGTON BORO,5A
17583,PA,LANCASTER,WEST WILLOW,5A
17584,PA,LANCASTER,WILLOW STREET,5A
17585,PA,LANCASTER,WITMER,5A
17601,PA,LANCASTER,LANCASTER,5A
17602,PA,LANCASTER,LANCASTER,5A
17603,PA,LANCASTER,LANCASTER,5A
17604,PA,LANCASTER,LANCASTER,5A
17605,PA,LANCASTER,LANCASTER,5A
17606,PA,LANCASTER,LANCASTER,5A
17607,PA,LANCASTER,LANCASTER,5A
17608,PA,LANCASTER,LANCASTER,5A
17701,PA,LYCOMING,WILLIAMSPORT,5A
17702,PA,LYCOMING,WILLIAMSPORT,5A
17703,PA,LYCOMING,WILLIAMSPORT,5A
17705,PA,LYCOMING,WILLIAMSPORT,5A
17720,PA,LYCOMING,ANTES FORT,5A
17721,PA,CLINTON,AVIS,5A
17724,PA,BRADFORD,CANTON,5A
17726,PA,CLINTON,CASTANEA,5A
17727,PA,LYCOMING,CEDAR RUN,5A
17728,PA,LYCOMING,COGAN STATION,5A
17729,PA,POTTER,CROSS FORK,6A
17730,PA,NORTHUMBERLAND,DEWART,5A
17731,PA,SULLIVAN,EAGLES MERE,5A
17737,PA,LYCOMING,HUGHESVILLE,5A
17740,PA,LYCOMING,JERSEY SHORE,5A
17742,PA,LYCOMING,LAIRDSVILLE,5A
17744,PA,LYCOMING,LINDEN,5A
17745,PA,CLINTON,LOCK HAVEN,5A
17747,PA,CLINTON,LOGANTON,5A
17748,PA,CLINTON,MC ELHATTAN,5A
17749,PA,NORTHUMBERLAND,MC EWENSVILLE,5A
17750,PA,CLINTON,MACKEYVILLE,5A
17751,PA,CLINTON,MILL HALL,5A
17752,PA,LYCOMING,MONTGOMERY,5A
17754,PA,LYCOMING,MONTOURSVILLE,5A
17756,PA,LYCOMING,MUNCY,5A
17758,PA,SULLIVAN,MUNCY VALLEY,5A
17760,PA,CLINTON,NORTH BEND,5A
17762,PA,LYCOMING,PICTURE ROCKS,5A
17763,PA,LYCOMING,RALSTON,5A
17764,PA,CLINTON,RENOVO,5A
17765,PA,TIOGA,ROARING BRANCH,6A
17768,PA,SULLIVAN,SHUNK,5A
17769,PA,LYCOMING,SLATE RUN,5A
17771,PA,LYCOMING,TROUT RUN,5A
17772,PA,NORTHUMBERLAND,TURBOTVILLE,5A
17774,PA,LYCOMING,UNITYVILLE,5A
17776,PA,LYCOMING,WATERVILLE,5A
17777,PA,NORTHUMBERLAND,WATSONTOWN,5A
17778,PA,CLINTON,WESTPORT,5A
17779,PA,CLINTON,WOOLRICH,5A
17801,PA,NORTHUMBERLAND,SUNBURY,5A
17810,PA,UNION,ALLENWOOD,5A
17812,PA,SNYDER,BEAVER SPRINGS,5A
17813,PA,SNYDER,BEAVERTOWN,5A
17814,PA,COLUMBIA,BENTON,5A
17815,PA,COLUMBIA,BLOOMSBURG,5A
17820,PA,COLUMBIA,CATAWISSA,5A
17821,PA,MONTOUR,DANVILLE,5A
17822,PA,MONTOUR,DANVILLE,5A
17823,PA,NORTHUMBERLAND,DORNSIFE,5A
17824,PA,NORTHUMBERLAND,ELYSBURG,5A
17827,PA,SNYDER,FREEBURG,5A
17829,PA,UNION,HARTLETON,5A
17830,PA,NORTHUMBERLAND,HERNDON,5A
17831,PA,SNYDER,HUMMELS WHARF,5A
17832,PA,NORTHUMBERLAND,MARION HEIGHTS,5A
17833,PA,SNYDER,KREAMER,5A
17834,PA,NORTHUMBERLAND,KULPMONT,5A
17835,PA,UNION,LAURELTON,5A
17836,PA,NORTHUMBERLAND,LECK KILL,5A
17837,PA,UNION,LEWISBURG,5A
17839,PA,COLUMBIA,LIGHTSTREET,5A
17840,PA,NORTHUMBERLAND,LOCUST GAP,5A
17841,PA,MIFFLIN,MC CLURE,5A
17842,PA,SNYDER,MIDDLEBURG,5A
17844,PA,UNION,MIFFLINBURG,5A
17845,PA,UNION,MILLMONT,5A
17846,PA,COLUMBIA,MILLVILLE,5A
17847,PA,NORTHUMBERLAND,MILTON,5A
17850,PA,NORTHUMBERLAND,MONTANDON,5A
17851,PA,NORTHUMBERLAND,MOUNT CARMEL,5A
17853,PA,SNYDER,MOUNT PLEASANT MILLS,5A
17855,PA,UNION,NEW BERLIN,5A
17856,PA,UNION,NEW COLUMBIA,5A
17857,PA,NORTHUMBERLAND,NORTHUMBERLAND,5A
17858,PA,COLUMBIA,NUMIDIA,5A
17859,PA,COLUMBIA,ORANGEVILLE,5A
17860,PA,NORTHUMBERLAND,PAXINOS,5A
17861,PA,SNYDER,PAXTONVILLE,5A
17862,PA,SNYDER,PENNS CREEK,5A
17864,PA,SNYDER,PORT TREVORTON,5A
17865,PA,NORTHUMBERLAND,POTTS GROVE,5A
17866,PA,NORTHUMBERLAND,COAL TOWNSHIP,5A
17867,PA,NORTHUMBERLAND,REBUCK,5A
17868,PA,NORTHUMBERLAND,RIVERSIDE,5A
17870,PA,SNYDER,SELINSGROVE,5A
17872,PA,NORTHUMBERLAND,SHAMOKIN,5A
17876,PA,SNYDER,SHAMOKIN DAM,5A
17877,PA,NORTHUMBERLAND,SNYDERTOWN,5A
17878,PA,COLUMBIA,STILLWATER,5A
17880,PA,UNION,SWENGEL,5A
17881,PA,NORTHUMBERLAND,TREVORTON,5A
17883,PA,UNION,VICKSBURG,5A
17884,PA,MONTOUR,WASHINGTONVILLE,5A
17885,PA,UNION,WEIKERT,5A
17886,PA,UNION,WEST MILTON,5A
17887,PA,UNION,WHITE DEER,5A
17888,PA,COLUMBIA,WILBURTON,5A
17889,PA,UNION,WINFIELD,5A
17901,PA,SCHUYLKILL,POTTSVILLE,5A
17920,PA,COLUMBIA,ARISTES,5A
17921,PA,SCHUYLKILL,ASHLAND,5A
17922,PA,SCHUYLKILL,AUBURN,5A
17923,PA,SCHUYLKILL,BRANCHDALE,5A
17925,PA,SCHUYLKILL,BROCKTON,5A
17929,PA,SCHUYLKILL,CRESSONA,5A
17930,PA,SCHUYLKILL,CUMBOLA,5A
17931,PA,SCHUYLKILL,FRACKVILLE,5A
17933,PA,SCHUYLKILL,FRIEDENSBURG,5A
17934,PA,SCHUYLKILL,GILBERTON,5A
17935,PA,SCHUYLKILL,GIRARDVILLE,5A
17936,PA,SCHUYLKILL,GORDON,5A
17938,PA,SCHUYLKILL,HEGINS,5A
17941,PA,SCHUYLKILL,KLINGERSTOWN,5A
17943,PA,SCHUYLKILL,LAVELLE,5A
17944,PA,SCHUYLKILL,LLEWELLYN,5A
17945,PA,SCHUYLKILL,LOCUSTDALE,5A
17948,PA,SCHUYLKILL,MAHANOY CITY,5A
17949,PA,SCHUYLKILL,MAHANOY PLANE,5A
17951,PA,SCHUYLKILL,MAR LIN,5A
17952,PA,SCHUYLKILL,MARY D,5A
17953,PA,SCHUYLKILL,MIDDLEPORT,5A
17954,PA,SCHUYLKILL,MINERSVILLE,5A
17957,PA,SCHUYLKILL,MUIR,5A
17959,PA,SCHUYLKILL,NEW PHILADELPHIA,5A
17960,PA,SCHUYLKILL,NEW RINGGOLD,5A
17961,PA,SCHUYLKILL,ORWIGSBURG,5A
17963,PA,SCHUYLKILL,PINE GROVE,5A
17964,PA,SCHUYLKILL,PITMAN,5A
17965,PA,SCHUYLKILL,PORT CARBON,5A
17967,PA,SCHUYLKILL,RINGTOWN,5A
17968,PA,SCHUYLKILL,SACRAMENTO,5A
17970,PA,SCHUYLKILL,SAINT CLAIR,5A
17972,PA,SCHUYLKILL,SCHUYLKILL HAVEN,5A
17974,PA,SCHUYLKILL,SELTZER,5A
17976,PA,SCHUYLKILL,SHENANDOAH,5A
17978,PA,SCHUYLKILL,SPRING GLEN,5A
17979,PA,SCHUYLKILL,SUMMIT STATION,5A
17980,PA,SCHUYLKILL,TOWER CITY,5A
17981,PA,SCHUYLKILL,TREMONT,5A
17982,PA,SCHUYLKILL,TUSCARORA,5A
17983,PA,SCHUYLKILL,VALLEY VIEW,5A
17985,PA,SCHUYLKILL,ZION GROVE,5A
18001,PA,NORTHAMPTON,LEHIGH VALLEY,5A
18002,PA,NORTHAMPTON,LEHIGH VALLEY,5A
18003,PA,NORTHAMPTON,LEHIGH VALLEY,5A
18010,PA,NORTHAMPTON,ACKERMANVILLE,5A
18011,PA,LEHIGH,ALBURTIS,5A
18013,PA,NORTHAMPTON,BANGOR,5A
18014,PA,NORTHAMPTON,BATH,5A
18015,PA,NORTHAMPTON,BETHLEHEM,5A
18016,PA,NORTHAMPTON,BETHLEHEM,5A
18017,PA,NORTHAMPTON,BETHLEHEM,5A
18018,PA,NORTHAMPTON,BETHLEHEM,5A
18020,PA,NORTHAMPTON,BETHLEHEM,5A
18025,PA,LEHIGH,BETHLEHEM,5A
18030,PA,CARBON,BOWMANSTOWN,5A
18031,PA,LEHIGH,BREINIGSVILLE,5A
18032,PA,LEHIGH,CATASAUQUA,5A
18034,PA,LEHIGH,CENTER VALLEY,5A
18035,PA,NORTHAMPTON,CHERRYVILLE,5A
18036,PA,LEHIGH,COOPERSBURG,5A
18037,PA,LEHIGH,COPLAY,5A
18038,PA,NORTHAMPTON,DANIELSVILLE,5A
18039,PA,BUCKS,DURHAM,4A
18040,PA,NORTHAMPTON,EASTON,5A
18041,PA,MONTGOMERY,EAST GREENVILLE,4A
18042,PA,NORTHAMPTON,EASTON,5A
18043,PA,NORTHAMPTON,EASTON,5A
18044,PA,NORTHAMPTON,EASTON,5A
18045,PA,NORTHAMPTON,EASTON,5A
18046,PA,LEHIGH,EAST TEXAS,5A
18049,PA,LEHIGH,EMMAUS,5A
18050,PA,NORTHAMPTON,FLICKSVILLE,5A
18051,PA,LEHIGH,FOGELSVILLE,5A
18052,PA,LEHIGH,WHITEHALL,5A
18053,PA,LEHIGH,GERMANSVILLE,5A
18054,PA,MONTGOMERY,GREEN LANE,4A
18055,PA,NORTHAMPTON,HELLERTOWN,5A
18056,PA,BERKS,HEREFORD,5A
18058,PA,MONROE,KUNKLETOWN,5A
18059,PA,LEHIGH,LAURYS STATION,5A
18060,PA,LEHIGH,LIMEPORT,5A
18062,PA,LEHIGH,MACUNGIE,5A
18063,PA,NORTHAMPTON,MARTINS CREEK,5A
18064,PA,NORTHAMPTON,NAZARETH,5A
18065,PA,LEHIGH,NEFFS,5A
18066,PA,LEHIGH,NEW TRIPOLI,5A
18067,PA,NORTHAMPTON,NORTHAMPTON,5A
18068,PA,LEHIGH,OLD ZIONSVILLE,5A
18069,PA,LEHIGH,OREFIELD,5A
18070,PA,MONTGOMERY,PALM,4A
18071,PA,CARBON,PALMERTON,5A
18072,PA,NORTHAMPTON,PEN ARGYL,5A
18073,PA,MONTGOMERY,PENNSBURG,4A
18074,PA,MONTGOMERY,PERKIOMENVILLE,4A
18076,PA,MONTGOMERY,RED HILL,4A
18077,PA,BUCKS,RIEGELSVILLE,4A
18078,PA,LEHIGH,SCHNECKSVILLE,5A
18079,PA,LEHIGH,SLATEDALE,5A
18080,PA,LEHIGH,SLATINGTON,5A
18081,PA,BUCKS,SPRINGTOWN,4A
18083,PA,NORTHAMPTON,STOCKERTOWN,5A
18084,PA,MONTGOMERY,SUMNEYTOWN,4A
18085,PA,NORTHAMPTON,TATAMY,5A
18086,PA,NORTHAMPTON,TREICHLERS,5A
18087,PA,LEHIGH,TREXLERTOWN,5A
18088,PA,NORTHAMPTON,WALNUTPORT,5A
18091,PA,NORTHAMPTON,WIND GAP,5A
18092,PA,LEHIGH,ZIONSVILLE,5A
18098,PA,LEHIGH,EMMAUS,5A
18101,PA,LEHIGH,ALLENTOWN,5A
18102,PA,LEHIGH,ALLENTOWN,5A
18103,PA,LEHIGH,ALLENTOWN,5A
18104,PA,LEHIGH,ALLENTOWN,5A
18105,PA,LEHIGH,ALLENTOWN,5A
18106,PA,LEHIGH,ALLENTOWN,5A
18109,PA,LEHIGH,ALLENTOWN,5A
18195,PA,LEHIGH,ALLENTOWN,5A
18201,PA,LUZERNE,HAZLETON,5A
18202,PA,LUZERNE,HAZLETON,5A
18210,PA,CARBON,ALBRIGHTSVILLE,5A
18211,PA,SCHUYLKILL,ANDREAS,5A
18212,PA,CARBON,ASHFIELD,5A
18214,PA,SCHUYLKILL,BARNESVILLE,5A
18216,PA,CARBON,BEAVER MEADOWS,5A
18218,PA,SCHUYLKILL,COALDALE,5A
18219,PA,LUZERNE,CONYNGHAM,5A
18220,PA,SCHUYLKILL,DELANO,5A
18221,PA,LUZERNE,DRIFTON,5A
18222,PA,LUZERNE,DRUMS,5A
18223,PA,LUZERNE,EBERVALE,5A
18224,PA,LUZERNE,FREELAND,5A
18225,PA,LUZERNE,HARLEIGH,5A
18229,PA,CARBON,JIM THORPE,5A
18231,PA,SCHUYLKILL,KELAYRES,5A
18232,PA,CARBON,LANSFORD,5A
18234,PA,LUZERNE,LATTIMER MINES,5A
18235,PA,CARBON,LEHIGHTON,5A
18237,PA,SCHUYLKILL,MCADOO,5A
18239,PA,LUZERNE,MILNESVILLE,5A
18240,PA,CARBON,NESQUEHONING,5A
18241,PA,SCHUYLKILL,NUREMBERG,5A
18244,PA,CARBON,PARRYVILLE,5A
18245,PA,SCHUYLKILL,QUAKAKE,5A
18246,PA,LUZERNE,ROCK GLEN,5A
18247,PA,LUZERNE,SAINT JOHNS,5A
18248,PA,SCHUYLKILL,SHEPPTON,5A
18249,PA,LUZERNE,SUGARLOAF,5A
18250,PA,CARBON,SUMMIT HILL,5A
18251,PA,LUZERNE,SYBERTSVILLE,5A
18252,PA,SCHUYLKILL,TAMAQUA,5A
18254,PA,CARBON,TRESCKOW,5A
18255,PA,CARBON,WEATHERLY,5A
18256,PA,LUZERNE,WESTON,5A
18301,PA,MONROE,EAST STROUDSBURG,5A
18302,PA,MONROE,EAST STROUDSBURG,5A
18320,PA,MONROE,ANALOMINK,5A
18321,PA,MONROE,BARTONSVILLE,5A
18322,PA,MONROE,BRODHEADSVILLE,5A
18323,PA,MONROE,BUCK HILL FALLS,5A
18324,PA,PIKE,BUSHKILL,5A
18325,PA,MONROE,CANADENSIS,5A
18326,PA,MONROE,CRESCO,5A
18327,PA,MONROE,DELAWARE WATER GAP,5A
18328,PA,PIKE,DINGMANS FERRY,5A
18330,PA,MONROE,EFFORT,5A
18331,PA,MONROE,GILBERT,5A
18332,PA,MONROE,HENRYVILLE,5A
18333,PA,MONROE,KRESGEVILLE,5A
18334,PA,MONROE,LONG POND,5A
18335,PA,MONROE,MARSHALLS CREEK,5A
18336,PA,PIKE,MATAMORAS,5A
18337,PA,PIKE,MILFORD,5A
18340,PA,PIKE,MILLRIFT,5A
18341,PA,MONROE,MINISINK HILLS,5A
18342,PA,MONROE,MOUNTAINHOME,5A
18343,PA,NORTHAMPTON,MOUNT BETHEL,5A
18344,PA,MONROE,MOUNT POCONO,5A
18346,PA,MONROE,POCONO SUMMIT,5A
18347,PA,MONROE,POCONO LAKE,5A
18348,PA,MONROE,POCONO LAKE PRESERVE,5A
18349,PA,MONROE,POCONO MANOR,5A
18350,PA,MONROE,POCONO PINES,5A
18351,PA,NORTHAMPTON,PORTLAND,5A
18352,PA,MONROE,REEDERS,5A
18353,PA,MONROE,SAYLORSBURG,5A
18354,PA,MONROE,SCIOTA,5A
18355,PA,MONROE,SCOTRUN,5A
18356,PA,MONROE,SHAWNEE ON DELAWARE,5A
18357,PA,MONROE,SKYTOP,5A
18360,PA,MONROE,STROUDSBURG,5A
18370,PA,MONROE,SWIFTWATER,5A
18371,PA,PIKE,TAMIMENT,5A
18372,PA,MONROE,TANNERSVILLE,5A
18403,PA,LACKAWANNA,ARCHBALD,5A
18405,PA,WAYNE,BEACH LAKE,6A
18407,PA,LACKAWANNA,CARBONDALE,5A
18410,PA,LACKAWANNA,CHINCHILLA,5A
18411,PA,LACKAWANNA,CLARKS SUMMIT,5A
18413,PA,SUSQUEHANNA,CLIFFORD,6A
18414,PA,LACKAWANNA,DALTON,5A
18415,PA,WAYNE,DAMASCUS,6A
18416,PA,LACKAWANNA,ELMHURST,5A
18417,PA,WAYNE,EQUINUNK,6A
18419,PA,WYOMING,FACTORYVILLE,5A
18420,PA,LACKAWANNA,FLEETVILLE,5A
18421,PA,SUSQUEHANNA,FOREST CITY,6A
18424,PA,WAYNE,GOULDSBORO,6A
18425,PA,PIKE,GREELEY,5A
18426,PA,PIKE,GREENTOWN,5A
18427,PA,WAYNE,HAMLIN,6A
18428,PA,PIKE,HAWLEY,5A
18431,PA,WAYNE,HONESDALE,6A
18433,PA,LACKAWANNA,JERMYN,5A
18434,PA,LACKAWANNA,JESSUP,5A
18435,PA,PIKE,LACKAWAXEN,5A
18436,PA,WAYNE,LAKE ARIEL,6A
18437,PA,WAYNE,LAKE COMO,6A
18438,PA,WAYNE,LAKEVILLE,6A
18439,PA,WAYNE,LAKEWOOD,6A
18440,PA,LACKAWANNA,LA PLUME,5A
18441,PA,SUSQUEHANNA,LENOXVILLE,6A
18443,PA,WAYNE,MILANVILLE,6A
18444,PA,LACKAWANNA,MOSCOW,5A
18445,PA,WAYNE,NEWFOUNDLAND,6A
18446,PA,WYOMING,NICHOLSON,5A
18447,PA,LACKAWANNA,OLYPHANT,5A
18448,PA,LACKAWANNA,OLYPHANT,5A
18449,PA,WAYNE,ORSON,6A
18451,PA,PIKE,PAUPACK,5A
18452,PA,LACKAWANNA,PECKVILLE,5A
18453,PA,WAYNE,PLEASANT MOUNT,6A
18454,PA,WAYNE,POYNTELLE,6A
18455,PA,WAYNE,PRESTON PARK,6A
18456,PA,WAYNE,PROMPTON,6A
18457,PA,PIKE,ROWLAND,5A
18458,PA,PIKE,SHOHOLA,5A
18459,PA,WAYNE,SOUTH CANAAN,6A
18460,PA,WAYNE,SOUTH STERLING,6A
18461,PA,WAYNE,STARLIGHT,6A
18462,PA,WAYNE,STARRUCCA,6A
18463,PA,WAYNE,STERLING,6A
18464,PA,PIKE,TAFTON,5A
18465,PA,SUSQUEHANNA,THOMPSON,6A
18466,PA,MONROE,TOBYHANNA,5A
18469,PA,WAYNE,TYLER HILL,6A
18470,PA,SUSQUEHANNA,UNION DALE,6A
18471,PA,LACKAWANNA,WAVERLY,5A
18472,PA,WAYNE,WAYMART,6A
18473,PA,WAYNE,WHITE MILLS,6A
18501,PA,LACKAWANNA,SCRANTON,5A
18502,PA,LACKAWANNA,SCRANTON,5A
18503,PA,LACKAWANNA,SCRANTON,5A
18504,PA,LACKAWANNA,SCRANTON,5A
18505,PA,LACKAWANNA,SCRANTON,5A
18507,PA,LACKAWANNA,MOOSIC,5A
18508,PA,LACKAWANNA,SCRANTON,5A
18509,PA,LACKAWANNA,SCRANTON,5A
18510,PA,LACKAWANNA,SCRANTON,5A
18512,PA,LACKAWANNA,SCRANTON,5A
18515,PA,LACKAWANNA,SCRANTON,5A
18517,PA,LACKAWANNA,TAYLOR,5A
18518,PA,LACKAWANNA,OLD FORGE,5A
18519,PA,LACKAWANNA,SCRANTON,5A
18601,PA,LUZERNE,BEACH HAVEN,5A
18602,PA,LUZERNE,BEAR CREEK,5A
18603,PA,COLUMBIA,BERWICK,5A
18610,PA,MONROE,BLAKESLEE,5A
18611,PA,LUZERNE,CAMBRA,5A
18612,PA,LUZERNE,DALLAS,5A
18614,PA,SULLIVAN,DUSHORE,5A
18615,PA,WYOMING,FALLS,5A
18616,PA,SULLIVAN,FORKSVILLE,5A
18617,PA,LUZERNE,GLEN LYON,5A
18618,PA,LUZERNE,HARVEYS LAKE,5A
18619,PA,SULLIVAN,HILLSGROVE,5A
18621,PA,LUZERNE,HUNLOCK CREEK,5A
18622,PA,LUZERNE,HUNTINGTON MILLS,5A
18623,PA,WYOMING,LACEYVILLE,5A
18624,PA,CARBON,LAKE HARMONY,5A
18625,PA,WYOMING,LAKE WINOLA,5A
18626,PA,SULLIVAN,LAPORTE,5A
18627,PA,LUZERNE,LEHMAN,5A
18628,PA,SULLIVAN,LOPEZ,5A
18629,PA,WYOMING,MEHOOPANY,5A
18630,PA,WYOMING,MESHOPPEN,5A
18631,PA,COLUMBIA,MIFFLINVILLE,5A
18632,PA,SULLIVAN,MILDRED,5A
18634,PA,LUZERNE,NANTICOKE,5A
18635,PA,LUZERNE,NESCOPECK,5A
18636,PA,WYOMING,NOXEN,5A
18640,PA,LUZERNE,PITTSTON,5A
18641,PA,LUZERNE,PITTSTON,5A
18642,PA,LUZERNE,DURYEA,5A
18643,PA,LUZERNE,PITTSTON,5A
18644,PA,LUZERNE,WYOMING,5A
18651,PA,LUZERNE,PLYMOUTH,5A
18654,PA,LUZERNE,SHAWANESE,5A
18655,PA,LUZERNE,SHICKSHINNY,5A
18656,PA,LUZERNE,SWEET VALLEY,5A
18657,PA,WYOMING,TUNKHANNOCK,5A
18660,PA,LUZERNE,WAPWALLOPEN,5A
18661,PA,LUZERNE,WHITE HAVEN,5A
18701,PA,LUZERNE,WILKES BARRE,5A
18702,PA,LUZERNE,WILKES BARRE,5A
18703,PA,LUZERNE,WILKES BARRE,5A
18704,PA,LUZERNE,KINGSTON,5A
18705,PA,LUZERNE,WILKES BARRE,5A
18706,PA,LUZERNE,WILKES BARRE,5A
18707,PA,LUZERNE,MOUNTAIN TOP,5A
18708,PA,LUZERNE,SHAVERTOWN,5A
18709,PA,LUZERNE,LUZERNE,5A
18710,PA,LUZERNE,WILKES BARRE,5A
18711,PA,LUZERNE,WILKES BARRE,5A
18762,PA,LUZERNE,WILKES BARRE,5A
18764,PA,LUZERNE,WILKES BARRE,5A
18765,PA,LUZERNE,WILKES BARRE,5A
18766,PA,LUZERNE,WILKES BARRE,5A
18773,PA,LUZERNE,WILKES BARRE,5A
18801,PA,SUSQUEHANNA,MONTROSE,6A
18810,PA,BRADFORD,ATHENS,5A
18812,PA,SUSQUEHANNA,BRACKNEY,6A
18813,PA,SUSQUEHANNA,BROOKLYN,6A
18814,PA,BRADFORD,BURLINGTON,5A
18815,PA,BRADFORD,CAMPTOWN,5A
18816,PA,SUSQUEHANNA,DIMOCK,6A
18817,PA,BRADFORD,EAST SMITHFIELD,5A
18818,PA,SUSQUEHANNA,FRIENDSVILLE,6A
18821,PA,SUSQUEHANNA,GREAT BEND,6A
18822,PA,SUSQUEHANNA,HALLSTEAD,6A
18823,PA,SUSQUEHANNA,HARFORD,6A
18824,PA,SUSQUEHANNA,HOP BOTTOM,6A
18825,PA,SUSQUEHANNA,JACKSON,6A
18826,PA,SUSQUEHANNA,KINGSLEY,6A
18827,PA,SUSQUEHANNA,LANESBORO,6A
18828,PA,SUSQUEHANNA,LAWTON,6A
18829,PA,BRADFORD,LE RAYSVILLE,5A
18830,PA,SUSQUEHANNA,LITTLE MEADOWS,6A
18831,PA,BRADFORD,MILAN,5A
18832,PA,BRADFORD,MONROETON,5A
18833,PA,BRADFORD,NEW ALBANY,5A
18834,PA,SUSQUEHANNA,NEW MILFORD,6A
18837,PA,BRADFORD,ROME,5A
18840,PA,BRADFORD,SAYRE,5A
18842,PA,SUSQUEHANNA,SOUTH GIBSON,6A
18843,PA,SUSQUEHANNA,SOUTH MONTROSE,6A
18844,PA,SUSQUEHANNA,SPRINGVILLE,6A
18845,PA,BRADFORD,STEVENSVILLE,5A
18846,PA,BRADFORD,SUGAR RUN,5A
18847,PA,SUSQUEHANNA,SUSQUEHANNA,6A
18848,PA,BRADFORD,TOWANDA,5A
18850,PA,BRADFORD,ULSTER,5A
18851,PA,BRADFORD,WARREN CENTER,5A
18853,PA,BRADFORD,WYALUSING,5A
18854,PA,BRADFORD,WYSOX,5A
18901,PA,BUCKS,DOYLESTOWN,4A
18902,PA,BUCKS,DOYLESTOWN,4A
18910,PA,BUCKS,BEDMINSTER,4A
18911,PA,BUCKS,BLOOMING GLEN,4A
18912,PA,BUCKS,BUCKINGHAM,4A
18913,PA,BUCKS,CARVERSVILLE,4A
18914,PA,BUCKS,CHALFONT,4A
18915,PA,MONTGOMERY,COLMAR,4A
18916,PA,BUCKS,DANBORO,4A
18917,PA,BUCKS,DUBLIN,4A
18918,PA,MONTGOMERY,EARLINGTON,4A
18920,PA,BUCKS,ERWINNA,4A
18921,PA,BUCKS,FERNDALE,4A
18922,PA,BUCKS,FOREST GROVE,4A
18923,PA,BUCKS,FOUNTAINVILLE,4A
18924,PA,MONTGOMERY,FRANCONIA,4A
18925,PA,BUCKS,FURLONG,4A
18927,PA,BUCKS,HILLTOWN,4A
18928,PA,BUCKS,HOLICONG,4A
18929,PA,BUCKS,JAMISON,4A
18930,PA,BUCKS,KINTNERSVILLE,4A
18931,PA,BUCKS,LAHASKA,4A
18932,PA,BUCKS,LINE LEXINGTON,4A
18933,PA,BUCKS,LUMBERVILLE,4A
18934,PA,BUCKS,MECHANICSVILLE,4A
18935,PA,BUCKS,MILFORD SQUARE,4A
18936,PA,MONTGOMERY,MONTGOMERYVILLE,4A
18938,PA,BUCKS,NEW HOPE,4A
18940,PA,BUCKS,NEWTOWN,4A
18942,PA,BUCKS,OTTSVILLE,4A
18943,PA,BUCKS,PENNS PARK,4A
18944,PA,BUCKS,PERKASIE,4A
18946,PA,BUCKS,PINEVILLE,4A
18947,PA,BUCKS,PIPERSVILLE,4A
18949,PA,BUCKS,PLUMSTEADVILLE,4A
18950,PA,BUCKS,POINT PLEASANT,4A
18951,PA,BUCKS,QUAKERTOWN,4A
18953,PA,BUCKS,REVERE,4A
18954,PA,BUCKS,RICHBORO,4A
18955,PA,BUCKS,RICHLANDTOWN,4A
18956,PA,BUCKS,RUSHLAND,4A
18957,PA,MONTGOMERY,SALFORD,4A
18958,PA,MONTGOMERY,SALFORDVILLE,4A
18960,PA,BUCKS,SELLERSVILLE,4A
18962,PA,BUCKS,SILVERDALE,4A
18963,PA,BUCKS,SOLEBURY,4A
18964,PA,MONTGOMERY,SOUDERTON,4A
18966,PA,BUCKS,SOUTHAMPTON,4A
18968,PA,BUCKS,SPINNERSTOWN,4A
18969,PA,MONTGOMERY,TELFORD,4A
18970,PA,BUCKS,TRUMBAUERSVILLE,4A
18971,PA,MONTGOMERY,TYLERSPORT,4A
18972,PA,BUCKS,UPPER BLACK EDDY,4A
18974,PA,BUCKS,WARMINSTER,4A
18976,PA,BUCKS,WARRINGTON,4A
18977,PA,BUCKS,WASHINGTON CROSSING,4A
18979,PA,MONTGOMERY,WOXALL,4A
18980,PA,BUCKS,WYCOMBE,4A
18981,PA,BUCKS,ZIONHILL,4A
18991,PA,BUCKS,WARMINSTER,4A
19001,PA,MONTGOMERY,ABINGTON,4A
19002,PA,MONTGOMERY,AMBLER,4A
19003,PA,MONTGOMERY,ARDMORE,4A
19004,PA,MONTGOMERY,BALA CYNWYD,4A
19006,PA,MONTGOMERY,HUNTINGDON VALLEY,4A
19007,PA,BUCKS,BRISTOL,4A
19008,PA,DELAWARE,BROOMALL,4A
19009,PA,MONTGOMERY,BRYN ATHYN,4A
19010,PA,DELAWARE,BRYN MAWR,4A
19012,PA,MONTGOMERY,CHELTENHAM,4A
19013,PA,DELAWARE,CHESTER,4A
19014,PA,DELAWARE,ASTON,4A
19015,PA,DELAWARE,BROOKHAVEN,4A
19016,PA,DELAWARE,CHESTER,4A
19017,PA,DELAWARE,CHESTER HEIGHTS,4A
19018,PA,DELAWARE,CLIFTON HEIGHTS,4A
19019,PA,PHILADELPHIA,PHILADELPHIA,4A
19020,PA,BUCKS,BENSALEM,4A
19021,PA,BUCKS,CROYDON,4A
19022,PA,DELAWARE,CRUM LYNNE,4A
19023,PA,DELAWARE,DARBY,4A
19025,PA,MONTGOMERY,DRESHER,4A
